ticker,pattern_type,entry_price,stop_price,last_close,ribbon_width_pct,squeeze_days_ago,expanding,breakout,n_contractions,contraction_pcts,first_contraction_pct,final_contraction_pct,volume_dryup_ratio,base_len,pole_gain_pct,pole_len,flag_len,retracement_pct,volume_ratio,extension_pct,risk_pct,is_lre,eps_min_yoy_pct,eps_full_history_available,days_to_earnings,eps_yoy_q1_pct,eps_yoy_q2_pct,eps_yoy_q3_pct,eps_yoy_q4_pct,eps_qoq_q1_pct,eps_qoq_q2_pct,eps_qoq_q3_pct,eps_qoq_q4_pct,revenue_yoy_q1_pct,revenue_yoy_q2_pct,revenue_yoy_q3_pct,revenue_yoy_q4_pct,revenue_qoq_q1_pct,revenue_qoq_q2_pct,revenue_qoq_q3_pct,revenue_qoq_q4_pct,revenue_min_yoy_pct,revenue_full_history_available,passes_growth
GTBP,bull_flag,10.479999542236328,6.329999923706055,7.099999904632568,,,,False,,,,,,,4515.079336264447,5.0,6.0,46.58112268689564,0.19433558870833564,-32.25190634772205,10.845070299565897,False,,False,,,,,,,-102.03703703703704,,,,,,,,,,,,False,False
BURU,bull_flag,1.25,0.8799999952316284,1.059999942779541,,,,False,,,,,,,3548.6486660641767,11.0,7.0,35.7958888230398,0.5594031699218035,-15.200004577636719,16.981128043829436,False,,False,,,,,,,,,,,,-100.0,,28.77093738654315,,,,-100.0,False,False
OPTT,bull_flag,2.380000114440918,2.013700008392334,2.200000047683716,,,,False,,,,,,,1818.1817332082537,5.0,3.0,4.8149945862960974,0.029633643808082376,-7.563027651344701,8.468183420610789,False,,False,81.837582709375,,,,,-211.30434782608694,,,,-38.01652892561983,22.672064777327925,162.5,25.581395348837212,-0.990099009900991,-57.56302521008403,-5.555555555555558,56.19834710743801,-38.01652892561983,True,False
SWVL,bull_flag,5.989999771118164,3.7049999237060547,3.8299999237060547,,,,False,,,,,,,277.39726609015094,15.0,6.0,44.56790667084557,0.060352744064584254,-36.060098997447845,3.2637076368149174,False,,False,,,,,,,,,,,,,,,,,,,False,False
INDP,bull_flag,4.2195000648498535,2.9000000953674316,3.7699999809265137,,,,False,,,,,,,247.78761799477945,11.0,4.0,36.78571232423495,0.44670013012105203,-10.652922787414031,23.076920158107566,False,-101.90114068441063,False,,,,-101.90114068441063,,,,,,,,,,,,,,,False,False
RFAI,bull_flag,54.70000076293945,25.0,34.224998474121094,,,,False,,,,,,,220.00000000000003,15.0,9.0,31.818181818181817,0.08189400557427515,-37.43144790354493,26.953977751369333,False,,False,,,,,,,,,,,,,,,,,,,False,False
IGR,bull_flag,12.73169280374991,12.020000457763672,12.050000190734863,,,,False,,,,,,,191.1669203969298,14.0,9.0,8.736281799535375,0.7620032202324851,-5.3542967421760705,0.24896043565424947,False,,False,,,,,,,,,,,,,,,,,,,False,False
CAPR,bull_flag,11.0,8.180000305175781,8.670000076293945,,,,False,,,,,,,157.40259981533399,15.0,15.0,28.547847501180485,0.2400019427704516,-21.181817488236863,5.651669744017096,False,,False,47.83817714723379,,,,,,,,,-7.921690517003965,-63.4382475774409,1.3777014586210834,64.29114312270147,392.14278829275366,-43.0523150556549,-19.06383632603793,-59.40733891022807,-63.4382475774409,True,False
MRNA,bull_flag,192.30999755859375,130.3800048828125,182.11000061035156,,,,False,,,,,,,154.69705307864396,15.0,15.0,25.496262777504963,0.3749802411766634,-5.30393483320305,28.405906075538507,False,-1800.0,False,42.504393420312496,,,,-1800.0,,,,,2.1126760563380254,260.18518518518516,-29.81366459627329,-45.43501611170784,-62.724935732647815,-42.62536873156342,-33.26771653543307,615.4929577464789,-45.43501611170784,True,False
QMCO,bull_flag,29.149999618530273,21.719999313354492,25.969999313354492,,,,False,,,,,,,106.5365065807982,15.0,15.0,20.796817296293078,0.428736377239726,-10.909092098767289,16.365037013360766,False,,False,46.837514276828706,,,,,,,,,25.692996920013698,27.310121933303954,8.59297653019626,-12.709127856804836,3.601559094289297,4.569222106025261,18.92848600813202,-2.4437669165914833,-12.709127856804836,True,False
