ticker,pattern_type,entry_price,stop_price,last_close,ribbon_width_pct,squeeze_days_ago,expanding,breakout,n_contractions,contraction_pcts,first_contraction_pct,final_contraction_pct,volume_dryup_ratio,base_len,pole_gain_pct,pole_len,flag_len,retracement_pct,volume_ratio,extension_pct,risk_pct,is_lre,eps_min_yoy_pct,eps_full_history_available,days_to_earnings,eps_yoy_q1_pct,eps_yoy_q2_pct,eps_yoy_q3_pct,eps_yoy_q4_pct,eps_qoq_q1_pct,eps_qoq_q2_pct,eps_qoq_q3_pct,eps_qoq_q4_pct,revenue_yoy_q1_pct,revenue_yoy_q2_pct,revenue_yoy_q3_pct,revenue_yoy_q4_pct,revenue_qoq_q1_pct,revenue_qoq_q2_pct,revenue_qoq_q3_pct,revenue_qoq_q4_pct,revenue_min_yoy_pct,revenue_full_history_available,passes_growth
RFAI,bull_flag,54.70000076293945,25.0,41.5,,,,False,,,,,,,220.00000000000003,15.0,5.0,31.818181818181817,0.12053313365780607,-24.131628114862416,39.75903614457831,False,,False,,,,,,,,,,,,,,,,,,,False,False
MRNA,bull_flag,156.4149932861328,130.3800048828125,145.6199951171875,,,,False,,,,,,,194.89417012841352,13.0,15.0,27.10297858187604,0.4173751102481273,-6.901511128922165,10.465589029934137,False,-1800.0,False,49.50554097457176,,,,-1800.0,,,,,2.1126760563380254,260.18518518518516,-29.81366459627329,-45.43501611170784,-62.724935732647815,-42.62536873156342,-33.26771653543307,615.4929577464789,-45.43501611170784,True,False
IGR,bull_flag,12.920000076293945,12.229999542236328,12.300000190734863,,,,False,,,,,,,183.77192418330915,5.0,5.0,8.472554520897276,0.8085175536235373,-4.7987606958043205,0.5691109545775784,False,,False,,,,,,,,,,,,,,,,,,,False,False
CAPR,bull_flag,11.0,8.180000305175781,8.5600004196167,,,,False,,,,,,,161.29871867040458,13.0,13.0,30.27375134518362,0.2381352808714998,-22.181814367120918,4.439253455760154,False,,False,54.83957467421296,,,,,,,,,-7.921690517003965,-63.4382475774409,1.3777014586210834,64.29114312270147,392.14278829275366,-43.0523150556549,-19.06383632603793,-59.40733891022807,-63.4382475774409,True,False
INDP,bull_flag,3.694999933242798,2.690000057220459,3.2100000381469727,,,,False,,,,,,,145.13274270932334,7.0,3.0,4.878044170967348,0.6067096696407042,-13.125843135541837,16.199376160340876,False,-101.90114068441063,False,,,,-101.90114068441063,,,,,,,,,,,,,,,False,False
OABI,bull_flag,5.429999828338623,3.890000104904175,4.349999904632568,,,,False,,,,,,,136.94581332858533,15.0,14.0,33.09351968861504,0.6000887273493963,-19.88950198616294,10.574708271568305,False,,False,48.838795193715285,,,,,,,,,244.23915832691816,247.30380356283098,-22.473158089596446,-46.332694151486095,-7.014625355236714,72.24212034383955,274.09557838320677,-42.54554785732615,-46.332694151486095,True,False
RCEL,bull_flag,11.390000343322754,9.600000381469727,10.449999809265137,,,,False,,,,,,,136.91276621142404,15.0,14.0,16.176465890445424,0.2829053014487614,-8.252857820225447,8.133965964686306,False,,False,49.838588999641196,,,,,,,,,17.90299572039944,4.0327421555252485,-4.288381287063469,-12.875116015262456,12.72031053294167,9.368366703000408,3.1603243179262552,-7.2917809722374605,-12.875116015262456,True,False
ABCL,bull_flag,12.579999923706055,10.319999694824219,11.670000076293945,,,,False,,,,,,,111.14864592747242,14.0,15.0,33.13070411022041,0.32360262323629335,-7.233703123457766,11.568126586494827,False,,False,49.83974626637731,,,,,,,,,-76.29360805431983,96.3400236127509,788.373935432759,37.6210235131397,-51.2928442573662,-81.46207696080617,400.88218872138464,-47.58253336455163,-76.29360805431983,True,False
QMCO,bull_flag,25.75,21.719999313354492,23.829999923706055,,,,False,,,,,,,106.5365065807982,15.0,11.0,20.796817296293078,0.32707904931778775,-7.456310975898816,8.854387818325323,False,,False,53.83861440736111,,,,,,,,,25.692996920013698,27.310121933303954,8.59297653019626,-12.709127856804836,3.601559094289297,4.569222106025261,18.92848600813202,-2.4437669165914833,-12.709127856804836,True,False
IOVA,bull_flag,9.920000076293945,7.659999847412109,9.869999885559082,,,,False,,,,,,,94.47002957708722,14.0,15.0,19.02438638608789,0.5111591337621197,-0.5040341769185053,22.3910847393266,False,,False,49.50570773076389,,,,,,,,,65.6541900186816,44.81793852891087,17.744999592911228,15.19938519340791,39.03541929161416,-17.679870002650656,28.635386553998956,12.515012009607695,15.19938519340791,True,False
HTFL,bull_flag,51.77799987792969,45.40999984741211,48.29999923706055,,,,False,,,,,,,83.6216387543476,14.0,15.0,19.7183084402782,0.7703915626873217,-6.717139806614342,5.983435683847679,False,,False,55.83913386445602,,,,,,-106.98689956331877,,,47.57277081798084,41.34390538906061,49.17410578733224,49.01783989180137,21.859014585353798,7.038612632050323,6.165182816146597,6.567796610169485,41.34390538906061,True,False
PEPG,bull_flag,3.4800000190734863,2.8399999141693115,2.9000000953674316,,,,False,,,,,,,77.46114224861958,15.0,15.0,39.130437209437325,0.5737229131248605,-16.666664382963813,2.0689716974136187,False,,False,55.5053966728125,,,,,,-1399.9999999999989,,,,,,,,,,,,False,False
AMLX,bull_flag,38.22999954223633,31.3700008392334,32.630001068115234,,,,False,,,,,,,74.80167312655288,6.0,15.0,37.9912583218948,0.23228838226516746,-14.648178240060508,3.8614777432939134,False,,False,49.50641051465278,,,,,,,,,,-100.0,,-100.0,,,,,-100.0,False,False
IRD,bull_flag,6.579999923706055,5.34499979019165,5.409999847412109,,,,False,,,,,,,67.67956805401695,7.0,4.0,29.591848849255832,0.30244553811282743,-17.78115638084941,1.2014798346353368,False,,False,55.505693491354165,,,,,,,,,-73.8029146426093,-50.64073226544623,-10.1580660158066,-20.37755365916731,-64.99768196569309,-44.191461836998705,25.527768756089642,6.835530881332419,-73.8029146426093,True,False
