ticker,pattern_type,entry_price,stop_price,last_close,ribbon_width_pct,squeeze_days_ago,expanding,breakout,n_contractions,contraction_pcts,first_contraction_pct,final_contraction_pct,volume_dryup_ratio,base_len,pole_gain_pct,pole_len,flag_len,retracement_pct,volume_ratio,extension_pct,risk_pct,is_lre,eps_min_yoy_pct,eps_full_history_available,days_to_earnings,eps_yoy_q1_pct,eps_yoy_q2_pct,eps_yoy_q3_pct,eps_yoy_q4_pct,eps_qoq_q1_pct,eps_qoq_q2_pct,eps_qoq_q3_pct,eps_qoq_q4_pct,revenue_yoy_q1_pct,revenue_yoy_q2_pct,revenue_yoy_q3_pct,revenue_yoy_q4_pct,revenue_qoq_q1_pct,revenue_qoq_q2_pct,revenue_qoq_q3_pct,revenue_qoq_q4_pct,revenue_min_yoy_pct,revenue_full_history_available,passes_growth
GTBP,bull_flag,10.479999542236328,6.329999923706055,6.829999923706055,,,,False,,,,,,,4515.079336264447,5.0,8.0,46.58112268689564,0.1670248460983861,-34.8282421561194,7.320644298465716,False,,False,,,,,,,-102.03703703703704,,,,,,,,,,,,False,False
BURU,bull_flag,1.25,0.8799999952316284,1.0399999618530273,,,,False,,,,,,,3548.6486660641767,11.0,8.0,35.7958888230398,0.5304271970958205,-16.800003051757812,15.384612739438744,False,,False,,,,,,,,,,,,-100.0,,28.77093738654315,,,,-100.0,False,False
OPTT,bull_flag,2.309999942779541,2.009999990463257,2.0899999141693115,,,,False,,,,,,,1990.9090588900667,6.0,3.0,13.2420076752685,0.030672612045121495,-9.523810998259648,3.8277477029395643,False,,False,79.82597796186343,,,,,-211.30434782608694,,,,-38.01652892561983,22.672064777327925,162.5,25.581395348837212,-0.990099009900991,-57.56302521008403,-5.555555555555558,56.19834710743801,-38.01652892561983,True,False
SWVL,bull_flag,5.989999771118164,3.700000047683716,4.03000020980835,,,,False,,,,,,,277.39726609015094,15.0,8.0,44.691360393978144,0.05071653566912007,-32.72119592992802,8.188589204572951,False,,False,,,,,,,,,,,,,,,,,,,False,False
RFAI,bull_flag,54.70000076293945,25.0,31.0,,,,False,,,,,,,220.00000000000003,15.0,11.0,31.818181818181817,0.07103229978557571,-43.32724027857193,19.35483870967742,False,,False,,,,,,,,,,,,,,,,,,,False,False
IGR,bull_flag,12.73169280374991,11.850000381469727,11.890000343322754,,,,False,,,,,,,191.1669203969298,14.0,12.0,10.766863666985394,0.7364706055607917,-6.61100195709442,0.33641682672861084,False,,False,,,,,,,,,,,,,,,,,,,False,False
MRNA,bull_flag,195.70899963378906,130.3800048828125,194.82000732421875,,,,False,,,,,,,139.5330364542316,11.0,15.0,23.25554129838662,0.2876134240896857,-0.4542419159230266,33.07668618149954,False,-1800.0,False,40.49270334841435,,,,-1800.0,,,,,2.1126760563380254,260.18518518518516,-29.81366459627329,-45.43501611170784,-62.724935732647815,-42.62536873156342,-33.26771653543307,615.4929577464789,-45.43501611170784,True,False
VNCE,bull_flag,11.979999542236328,8.9399995803833,11.140000343322754,,,,False,,,,,,,112.72364538674289,6.0,4.0,31.040570603399203,0.4866028365096332,-7.011679724628521,19.748659740913922,False,-38.235294117647065,False,73.49229690789352,-13.978494623655912,,,-38.235294117647065,,,-233.33333333333334,-77.41935483870968,11.66969320462583,10.532856920925893,4.699186991869908,6.192460267957389,27.723900991645188,-23.501021419952927,-1.6669407701524808,16.22724976447618,4.699186991869908,True,False
PURR,bull_flag,14.760000228881836,10.545000076293945,14.09000015258789,,,,False,,,,,,,91.16767643599906,14.0,14.0,36.535306264488625,0.8487328578938741,-4.5392958394601735,25.159687990797075,False,,False,51.492532866030096,,,,,1306192.0792079207,,,,,,,,425.2,,,,,False,False
AOUT,bull_flag,17.30500030517578,16.3700008392334,17.030000686645508,,,,False,,,,,,,69.1457311188536,12.0,3.0,6.686033093329921,0.18474542357827137,-1.5891338554211025,3.8755127469235187,False,-3300.0,False,75.82665826145833,,,-3300.0,-33.33333333333333,,,-300.0,,25.425897245976703,-24.027315876142197,-3.297154089394072,-5.035529286757868,-20.83554686669925,-16.821620475113118,-1.0891798807671438,92.57625749107805,-24.027315876142197,True,False
